ts,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30
1758554340.0,4.212,-0.29999999999998295,19.57499999999959,-280.14000000000306,1288.035000000018,23228.478000001167,-510052.72500000196,5268650.400000006,-36773927.775000215,192345324.6000017,-793819341.3150051,2675863663.2000036,-7577325469.350024,18480741252.75001,-39655018400.4,75957171606.0002,-130523540255.55054,200278588749.75113,-271364536060.8036,320241129144.30225,-324655946379.76965,279041660404.6565,-200668154035.05115,119005146210.60155,-57202795499.85116,21799486686.979107,-6394722519.465131,1385458467.6800728,-208468386.01501492,19626363.720001444,-900452.1930000444
1758556140.0,4.235,-0.7199999999999989,-7.394999999999982,235.48000000000684,-2713.095000000132,19950.840000000317,-95004.00000000233,195436.80000002868,1041820.6499997862,-11631712.949998975,53179676.54999447,-121108724.10000306,-65821344.2250002,1722386162.69979,-7721071506.449501,21828757884.479156,-44761826478.37451,68916284721.89873,-78637996798.72281,60722067860.99798,-17895471924.327038,-29620993995.453773,58796863289.777985,-60812920864.800514,44199418699.80062,-23941887689.538494,9704839938.885195,-2870533042.580086,585595459.6650105,-73571826.78000146,4282495.218000059
1758557940.0,4.465,-1.1999999999999886,34.79999999999973,-714.5599999999904,10030.229999999952,-98044.12799999956,701248.2749999994,-3839518.7999999803,16663277.474999841,-58358864.849999405,163084341.41999897,-338689259.9999912,377802406.79998225,592092698.3999441,-4678829145.449579,15171269043.599365,-34697268564.29838,61420156430.84599,-86100113292.37276,95157970607.70088,-80862221975.5276,49931080763.84731,-19386503007.298073,2152860535.7995257,1750486107.825695,-136616227.02019644,-1056600377.9100287,852094887.2799398,-328284784.7100057,67005503.45999965,-5854139.857000035
1758559740.0,4.235,1.1099999999999852,-25.664999999999736,328.8600000000006,-1863.5400000000227,1425.0599999997066,46314.45000000298,-317584.8000000119,831115.3500000499,1988693.8499997407,-33049516.49999833,206272684.79999846,-927034385.5499636,3333395664.899875,-9862420395.824867,24207485053.67969,-49469013045.449234,84392490857.84819,-120447524365.34718,143970139895.3973,-143986227635.24542,119980389414.59503,-82505687027.39879,45966305806.199005,-20052355336.64888,6403430726.784132,-1259969320.2600603,39147055.92006372,55022385.70499993,-14645142.389999067,1298220.1519999683
1758561540.0,4.276,-1.440000000000012,21.315000000000282,-203.00000000000364,493.2899999999645,11400.479999999981,-164475.67500000307,1233694.7999999989,-6438217.500000194,25638412.800001048,-81572215.72500116,213155724.59999064,-465852509.8500685,862270919.99999,-1363628423.4747908,1845588252.9597845,-2068055861.1750984,1555081652.2505875,509964054.5999756,-4831730057.697998,10774052243.957958,-15697046701.04834,16593498903.146484,-12938138062.201172,7292287343.2498045,-2773866891.9781895,561124445.4902344,37249562.14002198,-58395700.65000153,15180672.690001756,-1448476.5000000154
1758563340.0,4.128,0.0,0.0,0.0,-1233.2249999999622,29926.259999998612,-368140.50000000093,2992626.0000000317,-17839715.400000066,82466412.60000014,-306098612.82000196,933362047.8000152,-2370000858.225061,5042009444.850094,-9008498448.224888,13613889142.80007,-17897604880.275036,21953297863.34986,-27665290482.3756,36755596413.90308,-47319336284.22272,53494634150.101364,-50199577845.301735,38104435044.000725,-23054823751.050495,10961932463.118414,-4015689591.375293,1098440328.3000255,-212575027.87501162,26176127.730000813,-1557119.939000135
1758565140.0,4.132,-2.6699999999999875,14.354999999999563,93.38000000000466,-2000.5650000001042,15818.166000001016,-56408.6250000014,-132326.99999997672,2452375.574999962,-9757476.300000116,-12198276.090003133,337159695.59999686,-2032677280.7249584,7701875713.350024,-21228365828.47501,44800421656.32056,-73858286137.72498,95341175864.54945,-94896820247.77565,69477130604.70001,-32209548015.643562,2217665478.603187,10567409264.100262,-9837130141.801079,4813592012.774849,-1310028729.2826285,89654744.97013322,68378812.31989823,-25403338.799992125,3665986.1699986234,-191923.7379999454
1758566940.0,3.848,-0.539999999999992,10.004999999999427,12.180000000009386,-3398.2200000001467,59139.99000000022,-574774.200000002,3825268.200000004,-19414152.225000348,83181770.10000122,-329533724.5200068,1246540358.7000008,-4342824827.250006,13223762877.150038,-34046647516.35031,73072916439.12045,-130066040520.00134,191357557763.40048,-231223549297.65186,226054923576.3014,-172434350087.99817,92401798310.25038,-19353744186.07524,-23462796544.19938,33940701521.999676,-25407544656.31209,13024020328.830133,-4730124643.859994,1175020109.9249918,-180023303.60999805,12864146.799
1758568740.0,3.785,0.0,-4.350000000000136,81.20000000000437,-822.1500000000815,5700.24000000034,-29688.75,232081.2000000002,-2036817.8999999948,11331262.800000161,-30826185.390001252,-30591288.00000173,686929192.9499949,-3495071462.399945,11454944109.749765,-27974979379.439327,53599307860.80037,-82071904244.40028,99998017671.82607,-93555915780.60236,59564722957.74273,-11314680813.149853,-28816759178.99839,45388521336.599236,-39603122804.69966,24127575287.634583,-10699370841.914951,3419752348.0400596,-751813278.3449854,102279180.30000034,-6516480.492999951
1758570540.0,3.881,0.0,0.0,231.42000000000007,-4138.155000000013,37906.596000000485,-231572.25000000047,1123761.5999999912,-5571984.599999972,32305544.699999236,-185558012.63999957,900531040.4999849,-3543367948.5749626,11402095798.800013,-30580207212.374775,69503507186.40048,-135309255067.12415,226640725731.0005,-326454838846.4996,402891578516.6962,-423711055883.1161,377240000537.4019,-282129292949.4009,175518785239.19934,-89655144169.50014,36913774368.74403,-11920830519.150122,2894248647.500056,-492435549.945001,51484932.87000032,-2405590.0939999972
1758572340.0,3.887,0.3299999999999983,10.440000000000282,-239.5400000000045,4631.44500000008,-61135.07400000142,523709.55000000214,-3114774.0000000363,13742667.900000297,-47728652.40000014,139378824.5850001,-370373094.0000001,957134027.8500092,-2420586088.200075,5685008633.775166,-11649170634.480047,19856012044.499413,-27012073687.201656,27568764043.27316,-17745678405.003387,207701188.69815254,16242277880.396057,-23336846942.174732,19948419433.80018,-11637984062.2496,4566877098.966487,-1028448701.2800903,17061707.46000934,66157804.10998985,-18844537.34999937,1847245.8459999056
1758574140.0,3.865,0.0,0.0,93.37999999999738,-1452.464999999851,10545.443999999086,-25532.32499999972,-278904.60000000615,3769283.7000000663,-25237812.599999405,119008304.41499911,-443519048.6999967,1402314656.9249952,-3936626029.3500266,9988211009.700348,-22793899093.920307,46117747500.07383,-81578254142.69931,124779624032.69777,-163464165036.90308,181578219908.08643,-169019118925.79828,129906226402.87393,-80859193061.39944,39659823566.9994,-14682724363.944265,3785617874.7447066,-548667291.6200095,-2641016.8049892425,15723932.759997817,-1945398.561999935
1758575940.0,3.978,-0.7199999999999989,-5.654999999999973,203.00000000000182,-1918.3500000000495,7980.3360000003595,5343.975000007544,-268725.59999998193,1697348.2499999814,-5851624.350000501,10816205.40000096,874036.8000030518,-76978970.2500183,306345696.3001215,-852903988.8753399,2015752172.4007215,-4106881764.6748037,6919005573.900879,-9317050196.999882,10047162270.59723,-9339042237.523727,8910149648.400635,-9707556052.350252,10473714622.79877,-9405300996.000473,6488756479.295974,-3322282882.5901637,1223095287.8200037,-307212952.75499564,47341385.969998516,-3391938.6739999973
1758577740.0,3.856,0.3300000000000125,-4.785000000000082,109.62000000000626,-1616.8950000000623,14393.106000000029,-109848.3749999972,848928.6000000015,-5765131.124999762,30316850.849999428,-119669294.74499434,353930276.69999695,-770481648.299984,1108736691.2999725,-347851038.599707,-3823336632.960684,15104180716.200586,-37186511263.65058,70097223296.10236,-106246820862.0049,131343014918.11673,-132816578401.65308,109660180388.85168,-73566550301.39952,39789303331.0496,-17151812391.168728,5791627152.045046,-1489792765.860011,277667658.7950044,-33799835.82000064,2036325.5730000816
1758579540.0,3.757,0.0,-0.4350000000001728,-113.6799999999912,1945.754999999961,-15960.67200000002,87284.92499999609,-401052.5999999838,1779289.199999921,-6795896.250000477,15683497.830000699,14803998.300006866,-323484661.4999962,1651847611.0500457,-5501339795.249989,13762026374.400257,-27241884285.074707,43749710323.200195,-57705944402.92531,62753110874.997734,-55999190892.6471,40255913497.797,-22138975605.823116,7814338903.799467,54887373.450086825,-2429988941.016063,1965150943.5601137,-923162418.360013,277591739.9849971,-49840526.57999912,4090894.5699999975
1758581340.0,3.769,0.0,0.0,150.22000000000116,-3069.3600000000006,32206.35599999968,-225634.50000000186,1203157.8000000305,-5267632.499999911,19286038.200000286,-56965348.440003574,123785461.80000764,-145568097.67503917,-184190649.2997805,1571728271.3996742,-5164327593.35965,12391756982.098747,-24524901122.39893,41606009008.20153,-60765278055.3033,75612065919.38956,-79035186044.10254,68458269028.500374,-48499753044.60014,27706857305.39939,-12537476661.528715,4383271623.150066,-1140482566.1600013,207706425.6600072,-23604683.220001653,1258624.2610000863
1758583140.0,3.763,1.1099999999999994,-16.095000000000027,8.1200000000008,1863.5400000000227,-24653.53800000006,185851.57499999925,-993470.400000006,4313605.724999975,-17869630.349999785,77456048.67000255,-327654545.4000015,1221630309.9000487,-3857345008.649914,10340715573.899996,-23874292620.719788,47998062687.82478,-84370574805.29962,129562007429.3984,-173369733345.89954,201534779861.41058,-202612836490.34753,174815023429.79926,-127851358845.59749,77867001535.04922,-38578157377.578156,15079997471.489912,-4460708959.279971,937210130.8799971,-124783349.55000079,7947310.524999982
1758584940.0,3.977,0.39000000000000057,-5.6550000000002,247.6600000000035,-4795.874999999985,53012.232000001706,-390110.1750000082,2017477.8000000846,-7064480.4750003815,12175384.650002673,32749066.34998721,-361851235.1999666,1677449605.6498823,-5449671974.249772,13726882561.274454,-27827307500.398514,46183623971.84958,-63367451591.84923,72655000945.79666,-71211110361.29826,62705718960.88266,-53541118080.44544,46457943362.99663,-39181593110.401665,29206518008.850243,-17781826286.952873,8374765065.975335,-2906396411.1000423,696581008.1850127,-102690644.10000348,6997907.655000154
1758586740.0,4.002,0.0,0.0,-7.275957614183426e-12,-685.1249999999418,14250.599999999395,-147256.1999999988,993470.3999999883,-4875486.524999876,18427609.199998356,-55523187.71999568,137660795.999988,-297277214.324974,608978837.2499688,-1199300800.725352,1859393712.240377,-742528178.5499191,-7069184425.798828,28013771685.900024,-63487192532.3999,103266008490.64116,-128515119447.00058,125496228856.0506,-97032860636.39726,59352848243.32481,-28453647457.871456,10489765261.499975,-2878056750.3799696,555159896.4450046,-67437204.50999996,3900153.943000015
1758588540.0,3.968,0.0,0.0,507.49999999999636,-10660.544999999984,114859.83599999873,-786158.0999999908,3684797.9999999423,-12150672.299999785,26997592.049999878,-25418082.689995944,-104993670.60001352,711233789.1750014,-2513998771.2001595,6280659910.575418,-11351655231.12111,13470793230.599901,-4879495328.398914,-20186221316.62462,57364073102.70087,-90802735368.34752,103609146884.09851,-91165025182.72482,63473241195.00391,-35281519693.87578,15601798570.175941,-5385365977.320129,1389458448.700003,-245996019.15001538,25093438.89000092,-924193.70699998
1758590340.0,4.568,0.6599999999999966,-19.139999999999873,267.9599999999955,-2411.639999999941,15675.659999998868,-96191.54999998864,488591.9999998994,-1311055.1999997534,-2088843.9000016898,36114108.03001037,-173004659.10002443,496471111.50008565,-840235107.6002982,98014882.95075178,4768777917.358889,-18951192160.64757,47288613890.69605,-88495283679.06947,130295124004.49332,-152887123419.02222,142293691790.24634,-102776303620.5719,54637761297.59794,-18333028759.500168,997549552.8175684,2880366597.0448976,-1818339845.4199576,578408712.0000017,-101121440.19000095,7732811.740000026
1758592140.0,4.771,0.8100000000000023,13.484999999999673,-320.73999999999796,2521.260000000155,6697.781999999424,-285011.9999999963,2823654.599999994,-17746068.599999692,82967162.84999874,-306098612.81999534,916154448.2999964,-2281345302.599988,5008476686.850128,-10957453138.57527,26703325950.480995,-68718321689.8519,162543816892.80377,-324875386064.77924,532811631479.4058,-711803991663.7755,772848908038.3539,-679521695302.1289,480122426651.40375,-268899254503.42508,116721928698.10178,-37860545597.17502,8622469408.27997,-1221580361.0249958,77994182.040001,771150.9469999667
1758593940.0,5.032,1.7399999999999807,-25.22999999999911,292.31999999999607,-2521.25999999998,13253.057999998913,10094.17500000028,-537451.2000000682,1603701.4500000738,19386188.250000596,-242343090.99000293,1457237854.799986,-5932310823.075115,17943378805.800232,-41906452254.751144,76790928276.0017,-110560497122.25253,123261867533.70352,-101832193001.17973,54411139773.904144,-6716082383.014499,-18926757049.197422,20169220520.472103,-10429018633.79783,2596372035.073542,-41905741.877740584,78380190.94480033,-263941895.13997978,161558950.8450069,-43788280.43999863,4732801.785000011
1758595740.0,5.952,-0.4800000000000182,-87.43499999999949,1055.5999999999876,-739.9349999997357,-107449.5240000016,1508782.2750000064,-12862184.39999998,83468563.42500007,-439844712.4499983,1906536471.8399997,-6772801908.599975,19578606410.999935,-45623353176.449776,84220087999.49992,-118146810283.19975,110486913248.7007,-22932574156.80056,-148479546121.72348,351600476982.29584,-500939874104.6685,533961623287.94507,-451877889881.9206,310042382902.1986,-173206854925.64908,78225338049.76736,-28031898391.244606,7703000384.099893,-1528940906.6699831,195540086.12999827,-12125193.840999894
1758597540.0,5.74,-4.980000000000018,9.569999999999709,556.2199999999975,-12524.085000000108,154476.50400000147,-1334212.4250000105,8753940.00000009,-45307492.42500045,189984644.850003,-666728927.8650123,2045082230.1000307,-5725592015.325072,14918484514.500137,-35644842714.60006,75678270305.04002,-139061741772.8266,218140650617.40088,-291166900444.87494,331792017101.9993,-324958379500.7523,275579516097.5943,-203434176154.94897,130760549618.39668,-72646640989.64847,34293424345.36173,-13358564235.449934,4102498634.6399307,-924464474.2799876,134751136.1399974,-9452764.608999804
1758599340.0,4.967,0.0,100.92000000000007,-2151.7999999999993,25075.575000000186,-200648.44800000137,1205363.2499999986,-5688025.200000042,21404146.725000232,-62751159.90000047,128532574.17000046,-94505229.00001317,-531846840.5249201,2787410508.75004,-7607787242.624697,13592327807.519936,-14177983699.126389,-2137473802.798398,45341564902.72223,-113654719760.39958,187962935820.66345,-238607637196.49872,242890874044.6522,-200663183120.40118,134166610632.60027,-71681548888.40373,29917166144.040176,-9404879429.960081,2095476442.875011,-295073095.35000205,19746725.935999982
1758601140.0,4.926,0.21000000000000796,9.135000000000218,-73.08000000000538,465.8850000000093,-7552.818000000319,96785.3250000109,-763425.0000000633,5109603.525000054,-37842411.75000164,271216350.4050047,-1558079850.5999923,6832013349.52498,-23071495582.80013,61099191478.57491,-128723653501.92058,217365453662.6245,-293758696545.2988,312840113285.70374,-250688558238.30453,129577659971.76399,-6423509749.8029175,-68476284331.644646,83470173742.79889,-61478318701.79947,32459403476.681175,-12704815603.620195,3648380484.979949,-734560170.4499776,93474984.53999838,-5701912.358999915
1758602940.0,5.351,0.0,0.0,-263.9000000000051,6138.72000000003,-91773.86400000006,967853.2500000102,-7292235.600000083,40437858.82500005,-170255085.0,557304983.2350072,-1437790536.0000305,2921308674.3750553,-4529317527.000025,4650326301.149759,-379417453.91972697,-11705071110.750427,33556949489.701073,-63038338217.40362,92565795968.10107,-111406975710.02989,111613081651.49805,-93432044475.90086,65221384690.798706,-37724078471.62507,17867678456.627796,-6792436074.690111,2003251790.2599885,-431929067.9099888,60727983.77999808,-4183836.9419999397
1758604740.0,5.143,1.5,-26.9699999999998,336.9800000000032,-2110.184999999852,-4845.203999999678,219696.74999999115,-2098909.7999999933,11547821.025000114,-40374777.29999992,77305823.59499931,53807890.500002265,-1075629746.100056,4917578960.700043,-15323914378.125275,37537043782.32069,-76113500981.62671,131024102211.45467,-194030511122.17627,248438732887.80176,-274562343545.49557,259978441758.7583,-208495762283.25076,139571878820.40204,-76649465303.77596,33807281372.046413,-11643861064.500134,3005494908.919977,-543605342.0549889,60706119.20999867,-3067955.2609999217
1758606540.0,5.274,0.0,27.404999999999745,-690.1999999999898,8797.00499999986,-73533.09599999839,375859.5749999862,-622954.7999999188,-7005951.225000005,72909236.39999989,-397285233.3449987,1541254642.199999,-4672450507.725055,11645328054.149965,-24682299782.399925,45312464589.8393,-72013163237.32724,97172663250.60275,-107426574794.17221,91869461774.99864,-53778563833.98834,12064990680.598288,13257255565.126986,-17108924274.002226,9394352378.776571,-1931058904.3204973,-939092204.9251785,902403086.2000465,-335837903.72999245,64842416.969999894,-5356554.67399997
1758608340.0,5.184,0.8700000000000045,-14.355000000000473,52.78000000000611,411.07499999998254,-4987.709999999497,18407.025000000373,26465.400000091642,-11705.850000113249,-8627211.449997425,103685346.76499102,-681093176.399973,3103982365.5749555,-10770841629.45006,29925659752.199955,-68654859234.480255,132544479170.02705,-217580054759.5527,304825910536.88007,-363928656791.7063,368232485010.39575,-312988750267.05615,220774637052.45944,-127137780408.6035,58428892185.301834,-20714942778.89466,5352897163.635521,-896682497.4801514,65057629.080018125,5787335.969998438,-1213422.378999905
1758610140.0,5.251,-3.420000000000016,56.11500000000024,-584.6400000000103,4357.395000000077,-24796.04399999976,112223.47500000102,-415303.1999999974,813556.5749999955,5808702.89999871,-79048434.46499315,506613580.1999874,-2199003752.3999443,7041160620.89984,-17170055237.248966,32067134674.558258,-44776368745.87378,42326604025.64659,-14452844911.045137,-34430767780.502,83090810963.17049,-107381470203.15556,98608102111.35693,-68263016468.40632,35841477426.30317,-13905394320.637154,3705833314.575428,-542561506.3400619,-10134486.449990544,19052341.67999785,-2421421.2259998363
1758611940.0,5.04,0.6899999999999977,-13.919999999999163,166.4599999999882,-1370.2499999999418,10117.925999998348,-101535.52499999804,1109510.9999999497,-9475885.574999996,59703736.95000072,-284346021.96000075,1054634653.7999969,-3115053498.375046,7431697491.750055,-14422584638.475758,22800103794.721745,-29320265156.17539,30855646313.10117,-27922953799.65181,25764692908.498497,-30002651528.851765,40072095234.59668,-48163901265.67339,46355540587.200294,-34398455732.55102,19262374988.219925,-7909407420.389889,2267226823.1199512,-414197080.6950038,39573317.01000016,-1014697.1260000012
1758613740.0,4.895,0.0,-21.75,406.0000000000109,-4110.750000000087,48737.05200000084,-610400.7000000011,5787779.400000034,-39700390.27500038,204420559.20000184,-820799764.7850069,2643141910.5000286,-6952671398.400087,15078483674.100315,-26935769554.200706,39015003512.88188,-43775424473.853775,32940066502.355915,-4421447168.785214,-32634840665.691616,61523477665.636185,-69583610918.2334,57285989230.26257,-35895775265.99276,17205031423.12117,-6198117629.883704,1604625973.3340762,-268082498.31978646,19292867.699980374,1891075.41000666,-407055.19400032115
1758615540.0,5.037,0.09000000000000341,-1.3049999999993815,12.179999999993015,-82.2149999999092,427.51799999992363,-36814.04999999935,736959.5999999512,-7362979.649999738,47142059.25,-215512892.59499437,744406217.0999877,-1999204402.6499782,4189558832.5498004,-6592591548.449563,6497872912.798819,1065511939.7255874,-21233541164.852066,54616925365.27768,-93266172581.39963,122483190669.84627,-129503729204.85544,112365168206.85286,-80680199418.00401,48015250797.15303,-23542735223.82673,9346358038.815332,-2900284052.680047,659694850.4100252,-97413112.74000186,6966190.105000205
1758617340.0,5.034,0.0,1.7400000000002365,-32.48000000000684,328.86000000010245,-2280.0960000000196,7719.0750000081025,-24429.600000005215,532616.1750000902,-6223610.249998778,37646403.79499981,-130613874.30000162,205248422.92498857,410297246.1000055,-3718603222.4252176,12977752193.279617,-30142775805.97677,51346556648.101326,-65393894707.04659,60405666539.39584,-35031105419.30623,2143125227.0980957,21081153058.87827,-26866814972.401955,20147849794.801018,-10554653022.73236,3982218357.5998993,-1065254412.0399843,191561532.02999654,-20646462.570002187,996161.1939999453
1758619140.0,4.855,0.0,22.18499999999949,-629.2999999999884,7481.564999999915,-52299.70199999877,247604.17500000075,-891680.4000000656,2873786.1750001423,-9757476.300000936,34341452.14500889,-108653699.7000292,277643252.2500738,-518560150.50019205,491528641.50000834,909298902.2398385,-5936153593.498733,17650685732.39736,-38313471412.12534,66802140978.301956,-96605269025.2674,116844505356.15211,-117766780013.02173,97884547745.4009,-66095239965.301605,35551134704.358894,-14832598368.10503,4618007751.98008,-1008279708.3450034,137558477.61000317,-8813866.876000103
1758620940.0,4.845,0.0,0.0,3.637978807091713e-12,-8.731149137020111e-11,9120.384000001126,-190008.0000000014,2019513.6000000406,-14357225.025000118,75856509.29999939,-315382522.4550017,1071787625.9999869,-3062638604.024918,7522355698.199935,-16168820119.874735,30920816201.75942,-53499693328.42397,84983026678.20041,-124653949376.77351,167422732331.40125,-201733587725.66794,212712554125.4949,-191749303038.1541,144802834347.5994,-89874878921.09947,44895125866.49988,-17568305425.439972,5179057686.320008,-1080098707.290015,141828986.22000045,-8799688.632000014
1758622740.0,4.967,0.0,1.7400000000002365,-36.54000000000451,411.07500000009895,-3135.132000001031,17813.25000000745,-79396.20000004768,286793.3250000477,-858429.0,2163241.080002576,-6500648.70001477,45062970.22499025,-351734679.44999063,1984728668.3998618,-8078520441.600241,24766499511.22412,-59130228338.99757,112454079990.5204,-172844437229.09375,216478809782.2274,-221542841262.59344,184787617484.9176,-124568507161.79645,66815401755.372055,-27791987254.667606,8596703636.32465,-1837458149.9398801,232422043.8149767,-9913464.749998568,-724475.1050001316
1758624540.0,4.902,-0.539999999999992,7.829999999999927,64.9600000000064,-2932.3350000001374,39616.668000001344,-327763.8000000161,1938081.600000158,-8785240.425000433,31704644.40000318,-93740446.80000767,238666673.70004657,-581234472.0001512,1529333284.500422,-4318617179.475855,11576730752.642513,-26790201456.53076,51528591620.10743,-81592086405.387,106336737397.8093,-114331076749.90128,101805673398.01103,-75632152377.60744,47551365435.60362,-25868924765.776215,12424887231.1199,-5233609309.950244,1832275178.3000019,-482885134.51499236,82379569.4399977,-6678721.840999885
1758626340.0,4.714,0.029999999999972715,-7.3949999999993,-373.51999999999316,9071.05500000011,-93056.4180000003,538553.9250000063,-1602174.599999955,-1275937.6500001587,41104441.95000155,-246789753.21001673,953792658.000046,-2743046137.6500573,6148829978.550113,-10902628790.100868,15217494064.561438,-16186270840.875114,11635028707.049578,-1926290613.9765484,-10202139920.698206,21389346628.653503,-28875276723.15138,30745233584.323025,-26608683675.59835,18511361361.67494,-10106319028.80516,4195520351.819832,-1268388793.9798808,261167582.44498858,-32428864.55999891,1807708.0709998675
